1 1.22465e-16 -1.22465e-16
0.998845 0.0174349 -1.22342e-16
0.995385 0.0347596 -1.21974e-16
0.989639 0.0518648 -1.21362e-16
0.981637 0.0686427 -1.20509e-16
0.971421 0.0849883 -1.19419e-16
0.959045 0.1008 -1.18096e-16
0.944573 0.115979 -1.16546e-16
0.92808 0.130433 -1.14774e-16
0.909653 0.144075 -1.12789e-16
0.889383 0.156822 -1.10598e-16
0.867376 0.168601 -1.08211e-16
0.84374 0.179342 -1.05637e-16
0.818593 0.188987 -1.02886e-16
0.792059 0.197482 -9.99687e-17
0.764265 0.204784 -9.68971e-17
0.735344 0.210857 -9.36828e-17
0.705432 0.215672 -9.03379e-17
0.674667 0.219213 -8.68748e-17
0.643187 0.221467 -8.33063e-17
0.611131 0.222434 -7.96452e-17
0.578639 0.222119 -7.59044e-17
0.545847 0.220537 -7.20968e-17
0.51289 0.217709 -6.82353e-17
0.4799 0.213665 -6.43327e-17
0.447004 0.208442 -6.04014e-17
0.414326 0.20208 -5.64537e-17
0.381982 0.19463 -5.25017e-17
0.350086 0.186144 -4.85568e-17
0.318741 0.176681 -4.46303e-17
0.288047 0.166304 -4.07328e-17
0.258096 0.15508 -3.68745e-17
0.228971 0.143077 -3.30652e-17
0.200749 0.130368 -2.93139e-17
0.173498 0.117026 -2.5629e-17
0.147279 0.103126 -2.20185e-17
0.122144 0.0887428 -1.84895e-17
0.0981379 0.0739522 -1.50487e-17
0.0752974 0.0588288 -1.1702e-17
0.0536519 0.0434464 -8.4546e-18
0.0332228 0.0278772 -5.3112e-18
0.0140246 0.0121914 -2.27573e-18
-0.00393505 -0.00354313 6.48466e-19
-0.0206552 -0.0192613 3.4587e-18
-0.0361412 -0.0349011 6.15288e-18
-0.0504039 -0.0504039 8.72951e-18
-0.0634599 -0.0657147 1.11877e-17
-0.0753307 -0.0807823 1.35269e-17
-0.0860421 -0.0955595 1.57475e-17
-0.0956243 -0.110003 1.78499e-17
-0.104111 -0.124074 1.98353e-17
-0.111539 -0.137739 2.17052e-17
-0.117947 -0.150966 2.34615e-17
-0.123378 -0.163729 2.51065e-17
-0.127876 -0.176006 2.66428e-17
-0.131485 -0.18778 2.80734e-17
-0.134251 -0.199035 2.94013e-17
-0.136222 -0.209763 3.06301e-17
-0.137444 -0.219956 3.17634e-17
-0.137965 -0.229612 3.2805e-17
-0.137831 -0.23873 3.37588e-17
-0.137088 -0.247313 3.46289e-17
-0.135782 -0.255369 3.54196e-17
-0.133956 -0.262904 3.61349e-17
-0.131654 -0.269931 3.67793e-17
-0.128916 -0.276462 3.73569e-17
-0.125783 -0.282513 3.7872e-17
-0.122291 -0.288099 3.83289e-17
-0.118477 -0.29324 3.87318e-17
-0.114374 -0.297954 3.90848e-17
-0.110014 -0.302261 3.93919e-17
-0.105427 -0.306182 3.9657e-17
-0.10064 -0.309738 3.9884e-17
-0.0956787 -0.312951 4.00766e-17
-0.0905662 -0.315842 4.02382e-17
-0.0853237 -0.318432 4.03724e-17
-0.0799702 -0.320743 4.04822e-17
-0.074523 -0.322795 4.05708e-17
-0.0689973 -0.324607 4.0641e-17
-0.0634065 -0.326198 4.06955e-17
-0.0577625 -0.327587 4.07367e-17
-0.0520752 -0.32879 4.07671e-17
-0.0463536 -0.329823 4.07886e-17
-0.0406048 -0.330699 4.08031e-17
-0.0348349 -0.331432 4.08123e-17
-0.0290491 -0.332033 4.08176e-17
-0.0232515 -0.332511 4.08203e-17
-0.0174452 -0.332875 4.08214e-17
-0.0116332 -0.33313 4.08216e-17
-0.00581745 -0.333282 4.08214e-17
2.04107e-17 -0.333332 4.08214e-17
0.00581745 -0.333282 4.08214e-17
0.0116332 -0.33313 4.08216e-17
0.0174452 -0.332875 4.08214e-17
0.0232515 -0.332511 4.08203e-17
0.0290491 -0.332033 4.08176e-17
0.0348349 -0.331432 4.08123e-17
0.0406048 -0.330699 4.08031e-17
0.0463536 -0.329823 4.07886e-17
0.0520752 -0.32879 4.07671e-17
0.0577625 -0.327587 4.07367e-17
0.0634065 -0.326198 4.06955e-17
0.0689973 -0.324607 4.0641e-17
0.074523 -0.322795 4.05708e-17
0.0799702 -0.320743 4.04822e-17
0.0853237 -0.318432 4.03724e-17
0.0905662 -0.315842 4.02382e-17
0.0956787 -0.312951 4.00766e-17
0.10064 -0.309738 3.9884e-17
0.105427 -0.306182 3.9657e-17
0.110014 -0.302261 3.93919e-17
0.114374 -0.297954 3.90848e-17
0.118477 -0.29324 3.87318e-17
0.122291 -0.288099 3.83289e-17
0.125783 -0.282513 3.7872e-17
0.128916 -0.276462 3.73569e-17
0.131654 -0.269931 3.67793e-17
0.133956 -0.262904 3.61349e-17
0.135782 -0.255369 3.54196e-17
0.137088 -0.247313 3.46289e-17
0.137831 -0.23873 3.37588e-17
0.137965 -0.229612 3.2805e-17
0.137444 -0.219956 3.17634e-17
0.136222 -0.209763 3.06301e-17
0.134251 -0.199035 2.94013e-17
0.131485 -0.18778 2.80734e-17
0.127876 -0.176006 2.66428e-17
0.123378 -0.163729 2.51065e-17
0.117947 -0.150966 2.34615e-17
0.111539 -0.137739 2.17052e-17
0.104111 -0.124074 1.98353e-17
0.0956243 -0.110003 1.78499e-17
0.0860421 -0.0955595 1.57475e-17
0.0753307 -0.0807823 1.35269e-17
0.0634599 -0.0657147 1.11877e-17
0.0504039 -0.0504039 8.72951e-18
0.0361412 -0.0349011 6.15288e-18
0.0206552 -0.0192613 3.4587e-18
0.00393505 -0.00354313 6.48466e-19
-0.0140246 0.0121914 -2.27573e-18
-0.0332228 0.0278772 -5.3112e-18
-0.0536519 0.0434464 -8.4546e-18
-0.0752974 0.0588288 -1.1702e-17
-0.0981379 0.0739522 -1.50487e-17
-0.122144 0.0887428 -1.84895e-17
-0.147279 0.103126 -2.20185e-17
-0.173498 0.117026 -2.5629e-17
-0.200749 0.130368 -2.93139e-17
-0.228971 0.143077 -3.30652e-17
-0.258096 0.15508 -3.68745e-17
-0.288047 0.166304 -4.07328e-17
-0.318741 0.176681 -4.46303e-17
-0.350086 0.186144 -4.85568e-17
-0.381982 0.19463 -5.25017e-17
-0.414326 0.20208 -5.64537e-17
-0.447004 0.208442 -6.04014e-17
-0.4799 0.213665 -6.43327e-17
-0.51289 0.217709 -6.82353e-17
-0.545847 0.220537 -7.20968e-17
-0.578639 0.222119 -7.59044e-17
-0.611131 0.222434 -7.96452e-17
-0.643187 0.221467 -8.33063e-17
-0.674667 0.219213 -8.68748e-17
-0.705432 0.215672 -9.03379e-17
-0.735344 0.210857 -9.36828e-17
-0.764265 0.204784 -9.68971e-17
-0.792059 0.197482 -9.99687e-17
-0.818593 0.188987 -1.02886e-16
-0.84374 0.179342 -1.05637e-16
-0.867376 0.168601 -1.08211e-16
-0.889383 0.156822 -1.10598e-16
-0.909653 0.144075 -1.12789e-16
-0.92808 0.130433 -1.14774e-16
-0.944573 0.115979 -1.16546e-16
-0.959045 0.1008 -1.18096e-16
-0.971421 0.0849883 -1.19419e-16
-0.981637 0.0686427 -1.20509e-16
-0.989639 0.0518648 -1.21362e-16
-0.995385 0.0347596 -1.21974e-16
-0.998845 0.0174349 -1.22342e-16
-1 -0 -1.22465e-16
-0.998845 -0.0174349 -1.22342e-16
-0.995385 -0.0347596 -1.21974e-16
-0.989639 -0.0518648 -1.21362e-16
-0.981637 -0.0686427 -1.20509e-16
-0.971421 -0.0849883 -1.19419e-16
-0.959045 -0.1008 -1.18096e-16
-0.944573 -0.115979 -1.16546e-16
-0.92808 -0.130433 -1.14774e-16
-0.909653 -0.144075 -1.12789e-16
-0.889383 -0.156822 -1.10598e-16
-0.867376 -0.168601 -1.08211e-16
-0.84374 -0.179342 -1.05637e-16
-0.818593 -0.188987 -1.02886e-16
-0.792059 -0.197482 -9.99687e-17
-0.764265 -0.204784 -9.68971e-17
-0.735344 -0.210857 -9.36828e-17
-0.705432 -0.215672 -9.03379e-17
-0.674667 -0.219213 -8.68748e-17
-0.643187 -0.221467 -8.33063e-17
-0.611131 -0.222434 -7.96452e-17
-0.578639 -0.222119 -7.59044e-17
-0.545847 -0.220537 -7.20968e-17
-0.51289 -0.217709 -6.82353e-17
-0.4799 -0.213665 -6.43327e-17
-0.447004 -0.208442 -6.04014e-17
-0.414326 -0.20208 -5.64537e-17
-0.381982 -0.19463 -5.25017e-17
-0.350086 -0.186144 -4.85568e-17
-0.318741 -0.176681 -4.46303e-17
-0.288047 -0.166304 -4.07328e-17
-0.258096 -0.15508 -3.68745e-17
-0.228971 -0.143077 -3.30652e-17
-0.200749 -0.130368 -2.93139e-17
-0.173498 -0.117026 -2.5629e-17
-0.147279 -0.103126 -2.20185e-17
-0.122144 -0.0887428 -1.84895e-17
-0.0981379 -0.0739522 -1.50487e-17
-0.0752974 -0.0588288 -1.1702e-17
-0.0536519 -0.0434464 -8.4546e-18
-0.0332228 -0.0278772 -5.3112e-18
-0.0140246 -0.0121914 -2.27573e-18
0.00393505 0.00354313 6.48466e-19
0.0206552 0.0192613 3.4587e-18
0.0361412 0.0349011 6.15288e-18
0.0504039 0.0504039 8.72951e-18
0.0634599 0.0657147 1.11877e-17
0.0753307 0.0807823 1.35269e-17
0.0860421 0.0955595 1.57475e-17
0.0956243 0.110003 1.78499e-17
0.104111 0.124074 1.98353e-17
0.111539 0.137739 2.17052e-17
0.117947 0.150966 2.34615e-17
0.123378 0.163729 2.51065e-17
0.127876 0.176006 2.66428e-17
0.131485 0.18778 2.80734e-17
0.134251 0.199035 2.94013e-17
0.136222 0.209763 3.06301e-17
0.137444 0.219956 3.17634e-17
0.137965 0.229612 3.2805e-17
0.137831 0.23873 3.37588e-17
0.137088 0.247313 3.46289e-17
0.135782 0.255369 3.54196e-17
0.133956 0.262904 3.61349e-17
0.131654 0.269931 3.67793e-17
0.128916 0.276462 3.73569e-17
0.125783 0.282513 3.7872e-17
0.122291 0.288099 3.83289e-17
0.118477 0.29324 3.87318e-17
0.114374 0.297954 3.90848e-17
0.110014 0.302261 3.93919e-17
0.105427 0.306182 3.9657e-17
0.10064 0.309738 3.9884e-17
0.0956787 0.312951 4.00766e-17
0.0905662 0.315842 4.02382e-17
0.0853237 0.318432 4.03724e-17
0.0799702 0.320743 4.04822e-17
0.074523 0.322795 4.05708e-17
0.0689973 0.324607 4.0641e-17
0.0634065 0.326198 4.06955e-17
0.0577625 0.327587 4.07367e-17
0.0520752 0.32879 4.07671e-17
0.0463536 0.329823 4.07886e-17
0.0406048 0.330699 4.08031e-17
0.0348349 0.331432 4.08123e-17
0.0290491 0.332033 4.08176e-17
0.0232515 0.332511 4.08203e-17
0.0174452 0.332875 4.08214e-17
0.0116332 0.33313 4.08216e-17
0.00581745 0.333282 4.08214e-17
2.04107e-17 0.333332 4.08214e-17
-0.00581745 0.333282 4.08214e-17
-0.0116332 0.33313 4.08216e-17
-0.0174452 0.332875 4.08214e-17
-0.0232515 0.332511 4.08203e-17
-0.0290491 0.332033 4.08176e-17
-0.0348349 0.331432 4.08123e-17
-0.0406048 0.330699 4.08031e-17
-0.0463536 0.329823 4.07886e-17
-0.0520752 0.32879 4.07671e-17
-0.0577625 0.327587 4.07367e-17
-0.0634065 0.326198 4.06955e-17
-0.0689973 0.324607 4.0641e-17
-0.074523 0.322795 4.05708e-17
-0.0799702 0.320743 4.04822e-17
-0.0853237 0.318432 4.03724e-17
-0.0905662 0.315842 4.02382e-17
-0.0956787 0.312951 4.00766e-17
-0.10064 0.309738 3.9884e-17
-0.105427 0.306182 3.9657e-17
-0.110014 0.302261 3.93919e-17
-0.114374 0.297954 3.90848e-17
-0.118477 0.29324 3.87318e-17
-0.122291 0.288099 3.83289e-17
-0.125783 0.282513 3.7872e-17
-0.128916 0.276462 3.73569e-17
-0.131654 0.269931 3.67793e-17
-0.133956 0.262904 3.61349e-17
-0.135782 0.255369 3.54196e-17
-0.137088 0.247313 3.46289e-17
-0.137831 0.23873 3.37588e-17
-0.137965 0.229612 3.2805e-17
-0.137444 0.219956 3.17634e-17
-0.136222 0.209763 3.06301e-17
-0.134251 0.199035 2.94013e-17
-0.131485 0.18778 2.80734e-17
-0.127876 0.176006 2.66428e-17
